,Datetime,Permalink,Text,Username,Favorites,Retweets,Geo,Engagements,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
78,2020-05-08 04:39:37+00:00,https://twitter.com/callmemajestic/status/1258617527229349888,"Don’t worry still time forTara Reade to perform to Putin & @realDonaldTrump this crazy makes us mad she had a sexual assult story but let @JoeBiden a rapist as she claims become our VP, what happened 2 months ago that woke her conscious up why women become tools bc of their ...",callmemajestic,0,0,,0,-0.15625000000000003,0.8083333333333333,0.008724065747334628,0.9912759342526594,-0.9825518685053247
79,2020-05-08 04:38:15+00:00,https://twitter.com/iheartmindy/status/1258617186022637571,And this is why we didn’t want mail-in ballots... #VoterID #Voterfraud #Vote4Mindy #NV03 @realdonaldtrump ,iheartmindy,284,122,,406,0.0,0.0,0.1729750005034893,0.8270249994965093,-0.65404999899302
80,2020-05-08 04:37:30+00:00,https://twitter.com/manny13510939/status/1258616998109405184,Resign scumbag! @realDonaldTrump ,manny13510939,0,0,,0,0.0,0.0,0.8755917107843311,0.12440828921566985,0.7511834215686612
81,2020-05-08 04:37:23+00:00,https://twitter.com/Whydontwenewsnz/status/1258616968527011841,I will look for you and I will find you and I will kill you #COVID19nz #COVID19 #WDW #limelight #NZ #level3 #Trump #trendingtopic #Fortnite,Whydontwenewsnz,5,0,,5,0.0,0.0,0.1703078376022834,0.8296921623977183,-0.6593843247954349
82,2020-05-08 04:37:20+00:00,https://twitter.com/ASlavitt/status/1258616953238945792,"If you listen to Tony Fauci, who leads vaccines for the NIH, he always adds the words “best case” to his answers. And when Trump’s not around, Fauci follows “best case” with 12-18 months. Meaning we could be in 2022 &amp; still working against this enemy. 5/",ASlavitt,402,69,,471,1.0,0.3,0.24511755123843013,0.7548824487615629,-0.5097648975231327
83,2020-05-08 04:35:31+00:00,https://twitter.com/SinUpInMe1/status/1258616496084811776,"Good man! Not all LEO 's are bad! MOST of them fight their own Supervisors to preserve YOUR CONSTITUTIONAL RIGHTS! @theblaze , @realDonaldTrump @RealCandaceO @prayingmedic",SinUpInMe1,0,0,,0,0.275,0.6916666666666667,0.9420880862309562,0.057911913769044046,0.8841761724619122
84,2020-05-08 04:35:12+00:00,https://twitter.com/TomthunkitsMind/status/1258616418360266752,WANNA KNOW WHAT KEEPS TRUMP UP AT NIGHT? Mourning In America 03 #COVID19,TomthunkitsMind,6,8,,14,0.0,0.0,0.09776179459832904,0.9022382054016661,-0.8044764108033371
85,2020-05-08 04:34:24+00:00,https://twitter.com/ANewDecade2020/status/1258616214315819008,"What a bombshell! .@NYGovCuomo demanded #COVID19 POS patients be brought to nursing homes (where there was no PPEs)to infect other elderly frail ""mothers (not his),fathers &amp;grandparents""while there was a ship,100s of empty beds at Javits &amp; in Central Park that #Trump got for him.",ANewDecade2020,0,1,,1,-0.075,0.375,0.09262779699193087,0.9073722030080659,-0.814744406016135
86,2020-05-08 04:34:19+00:00,https://twitter.com/JoelCarrier13/status/1258616195785404419,"We ALL need to know this! And when to call BS, BS! Please retweet. This administration and all of its minions are abhorrent!!! @kayleighmcenany @realDonaldTrump @WhiteHouse",JoelCarrier13,1,0,,1,-0.7,0.8,0.1422050628301337,0.8577949371698692,-0.7155898743397355
87,2020-05-08 04:34:14+00:00,https://twitter.com/jbaumgar/status/1258616172603310081,Anything filed under his direction or signature ***must*** be reviewed by an independent Special Counsel. @realDonaldTrump @FBI @TheJusticeDept,jbaumgar,0,0,,0,0.17857142857142858,0.3482142857142857,0.8473761633737067,0.1526238366262914,0.6947523267474153
88,2020-05-08 04:33:44+00:00,https://twitter.com/HearYeHearYouse/status/1258616050209501184,does no one @realDonaldTrump brand @GOP know what the word “exonerated” mean?,HearYeHearYouse,0,0,,0,-0.3125,0.6875,0.5572796430949543,0.4427203569050418,0.11455928618991246
89,2020-05-08 04:29:49+00:00,https://twitter.com/RealMichaelGuy/status/1258615062463254529,I just read the entire examination of Roger Stone by Adam Shifty and for the life of me can not see any lies WHAT SO EVER by Roger Stone. Read for your self. UNREAL. .@realDonaldTrump #PardonRogerStone https://intelligence.house.gov/uploadedfiles/rs50.pdf,RealMichaelGuy,394,141,,535,0.0,0.625,0.15881055822200918,0.8411894417779903,-0.6823788835559811
90,2020-05-08 04:29:44+00:00,https://twitter.com/TeaPainUSA/status/1258615041219276800,So Trump is like MLK and Flynn is like Nelson Mandela? It’s quite the “plantation mentality.” The black men do the hard work and the white men reap the profits. ,TeaPainUSA,295,89,,384,-0.1527777777777778,0.325,0.12485213660409972,0.8751478633958987,-0.7502957267917989
91,2020-05-08 04:29:28+00:00,https://twitter.com/bothboys01/status/1258614974068387841,Channel flipped when @AC360 interview Dr.Birx...she has shown that she has became hench woman for the moron @realDonaldTrump. Disappointed @AC360 just ask questions then she spin and spin and spin.,bothboys01,1,0,,1,-0.775,0.875,0.013406144823707321,0.9865938551762873,-0.97318771035258
92,2020-05-08 04:29:19+00:00,https://twitter.com/JoelCarrier13/status/1258614935891988480,Um ... the only fallacy here is that Dump had a heads-up on C-19 MONTHS before it hit us. And CHOSE to do nothing about it. Until it was far. Too. Late. VOTE IN NOVEMBER!!! @realDonaldTrump @WhiteHouse,JoelCarrier13,1,0,,1,-0.06666666666666667,0.8666666666666667,0.16018769235814015,0.8398123076418567,-0.6796246152837165
93,2020-05-08 04:28:59+00:00,https://twitter.com/kimasabe/status/1258614851154276352,"WTH @SenateGOP You ALL deserve to lose your jobs trump’s doing all he can to spread #Virus , so thousands/millions more will die. CDC Guidelines MUST be made public NOW, to SAVE LIVES WHY don’t #Republicans give a damn about human life ",kimasabe,0,0,,0,0.16666666666666666,0.2222222222222222,0.1491522412569082,0.8508477587430925,-0.7016955174861843
94,2020-05-08 04:27:17+00:00,https://twitter.com/BackToM43342160/status/1258614423230521346,"Deep down, even @realDonaldTrump's own people recognize him for what he really is. ",BackToM43342160,9,10,,19,0.1611111111111111,0.4722222222222222,0.03830220942328249,0.9616977905767137,-0.9233955811534312
95,2020-05-08 04:23:23+00:00,https://twitter.com/RobSmall_Trump/status/1258613443042537472,"#Grenell Natalie Harp - Text TRUMP to 88022 @NatalieJHarp @RichardGrenell is an American hero! ""For all that is secret will eventually be brought into the open, and everything that is concealed will be brought to light and made known to all"" (Luke 8:17)",RobSmall_Trump,0,0,,0,0.0,0.475,0.3729538155746082,0.6270461844253894,-0.2540923688507812
96,2020-05-08 04:22:47+00:00,https://twitter.com/BV2Cents/status/1258613293687635968,Adam Schiff Releases Full Declassified Transcripts Related To Russia Probe: READ IT #TrumpRussia #Trump #TrumpRussiaCollusion,BV2Cents,7,9,,16,0.175,0.47500000000000003,0.687942005532837,0.31205799446716354,0.3758840110656735
97,2020-05-08 04:21:58+00:00,https://twitter.com/maddow/status/1258613086807785472,"""He can’t get over the fact that many, many people are dying — and they’re dying on his watch. Too many people are dying, and that’s the fact that he can’t cover up however much he tries.”",maddow,3957,1584,,5541,0.35,0.475,0.038412938583230964,0.961587061416769,-0.9231741228335381
98,2020-05-08 04:21:02+00:00,https://twitter.com/RepublicanStro3/status/1258612851469623301,No joke! Cases are rising in my county ! @GregAbbott_TX is nothing more than a Trump pleaser. No regard for Texas Lives ! ,RepublicanStro3,0,0,,0,0.5,0.5,0.41272562469559876,0.5872743753044,-0.1745487506088012
99,2020-05-08 04:20:39+00:00,https://twitter.com/bok_bok_ba_GOK/status/1258612754920771584,"Wow. Australian news media says #Trump is committing ""genocide by default"" against the American people. #Covid19usa @TheRickWilson, does this have a ring to it?",bok_bok_ba_GOK,0,0,,0,0.03333333333333333,0.3333333333333333,0.9693015793347489,0.03069842066524728,0.9386031586695016
